zipCode,CountyName,month,zori
93933,Monterey County,2022-09,2593.4348257644274
93950,Monterey County,2022-09,2615.126213834784
93906,Monterey County,2022-10,2004.885725612474
95037,Santa Clara County,2022-10,3343.947612862817
95060,Santa Cruz County,2022-10,3250.143931064487
95050,Santa Clara County,2022-10,3066.0061416618796
95062,Santa Cruz County,2022-10,3225.999567461478
93955,Monterey County,2022-10,2516.5956062466757
93940,Monterey County,2022-10,2338.187244345125
95032,Santa Clara County,2022-10,3746.7159044380023
93901,Monterey County,2022-10,1936.3835083014187
90291,Los Angeles County,2022-10,3514.6827459290994
93933,Monterey County,2022-10,2619.818157684598
93950,Monterey County,2022-10,2598.7195835803104
93906,Monterey County,2022-11,1973.3602389737184
95037,Santa Clara County,2022-11,3321.7202648568577
95060,Santa Cruz County,2022-11,3195.088764377602
95050,Santa Clara County,2022-11,3047.9359079590836
95062,Santa Cruz County,2022-11,3224.337854389414
93955,Monterey County,2022-11,2617.311902041761
93940,Monterey County,2022-11,2337.8581603001867
95032,Santa Clara County,2022-11,3776.8254048721656
93901,Monterey County,2022-11,1958.5023054009944
90291,Los Angeles County,2022-11,3511.537655066049
93933,Monterey County,2022-11,2618.645500381821
93950,Monterey County,2022-11,2611.260044654705
93906,Monterey County,2022-12,1964.3173529081364
95037,Santa Clara County,2022-12,3293.6072020044085
95060,Santa Cruz County,2022-12,3095.2439713841604
95050,Santa Clara County,2022-12,3035.9265712034494
95062,Santa Cruz County,2022-12,3257.666486845715
93955,Monterey County,2022-12,2562.8962661338655
93940,Monterey County,2022-12,2343.7735883152077
95032,Santa Clara County,2022-12,3748.740677089898
93901,Monterey County,2022-12,1969.5763632884975
90291,Los Angeles County,2022-12,3496.7500612121344
93933,Monterey County,2022-12,2666.0848996461305
93950,Monterey County,2022-12,2671.7945197629324
93906,Monterey County,2023-01,1973.4423441100244
95037,Santa Clara County,2023-01,3273.1757895563974
95060,Santa Cruz County,2023-01,3133.791121890091
95050,Santa Clara County,2023-01,3026.2009747243737
95062,Santa Cruz County,2023-01,3180.9403073953154
93955,Monterey County,2023-01,2596.5016829771794
93940,Monterey County,2023-01,2337.012904196162
95032,Santa Clara County,2023-01,3766.4459850402586
93901,Monterey County,2023-01,1978.5739802912144
90291,Los Angeles County,2023-01,3502.9656577071837
93933,Monterey County,2023-01,2655.851532454273
93950,Monterey County,2023-01,2720.6832313568943
93906,Monterey County,2023-02,2016.4619176753151
95037,Santa Clara County,2023-02,3315.2449597883547
95060,Santa Cruz County,2023-02,3115.4908351048484
95050,Santa Clara County,2023-02,3028.9489380148643
95062,Santa Cruz County,2023-02,3206.086506435767
