GEOID,tract_median_hh_income,tract_median_gross_rent,tract_pct_renter,tract_pop_density_sqmi,tract_population
06085504903,226711.0,3363.0,0.765625,,5228.0
06085505006,240086.0,3292.0,0.849634776411901,,11179.0
06085505007,164115.0,3188.0,0.38308457711442784,,4223.0
06085505010,202663.0,3328.0,0.365446371226718,,4756.0
06085505011,156446.0,3202.0,0.7423625254582484,,4828.0
06085505012,218750.0,3450.0,1.0,,2659.0
06085505013,215775.0,3313.0,0.9836916234247591,,5637.0
06085505014,159833.0,3099.0,0.8174962292609351,,6478.0
06085505015,167422.0,3407.0,0.6431974589730016,,5169.0
06085505100,115395.0,2261.0,0.631219512195122,1484.5176624646715,3993.0
06085505202,164928.0,3325.0,0.7489495798319328,,8273.0
06085505203,139028.0,3266.0,0.47333772218564846,10326.194352053619,5725.0
06085505301,200781.0,3389.0,0.7795620437956204,,5414.0
06085505302,213365.0,3501.0,0.3579511614055986,,4958.0
06085505303,124491.0,2361.0,0.601972209771403,,5877.0
06085505304,226731.0,3501.0,0.1446700507614213,,3499.0
06085505305,205550.0,2966.0,0.4331065759637188,,5672.0
06085505401,162000.0,3057.0,0.7733837689133425,14636.743866964442,6607.0
06085505402,167457.0,2471.0,0.4258492129246065,7421.510893270721,3051.0
06085505403,182500.0,2885.0,0.7729508196721312,15114.363470254917,8136.0
06085505500,171855.0,2402.0,0.5451327433628319,9058.856805384803,4771.0
06085505600,140263.0,2487.0,0.7175102599179206,12015.63032663947,4808.0
06085505700,125740.0,2702.0,0.6802303262955854,9034.117197643494,5636.0
06085505800,169722.0,3250.0,0.2952755905511811,5654.405899934202,3683.0
06085505901,182763.0,2768.0,0.4871638141809291,8367.384570568096,4101.0
06085505902,107079.0,2300.0,0.6628664495114006,11429.323775551497,3893.0
06085506000,197202.0,3192.0,0.3482587064676617,9646.015771491717,4988.0
06085506101,190750.0,3047.0,0.3104738154613466,7984.438418007109,4643.0
06085506102,189439.0,3501.0,0.4601328903654485,10100.501224953252,4434.0
06085506103,231563.0,3390.0,0.33560864618885095,8745.830011496819,5187.0
06085506202,189032.0,2800.0,0.3473566641846612,8561.564548996856,8313.0
06085506203,142791.0,2547.0,0.7336409395973155,15771.421285786551,6717.0
06085506204,200288.0,3103.0,0.3020985846754514,8450.041241338993,5860.0
06085506301,138411.0,2528.0,0.6860735910572893,8631.283075388259,4994.0
06085506302,182908.0,3062.0,0.5724213606437454,8173.647633162326,6357.0
06085506304,113893.0,2382.0,0.7857457105147382,14296.078610202634,5956.0
06085506305,96150.0,2135.0,0.7373689227836034,12407.097448730749,5235.0
06085506401,172134.0,3039.0,0.7137648131267093,9166.285525955425,4758.0
06085506402,121413.0,2430.0,0.5559633027522936,9446.359882131825,5257.0
06085506502,143500.0,2843.0,0.5454136690647482,4320.370026021102,5040.0
06085506503,111225.0,2330.0,0.7268468468468469,9585.708551243206,6623.0
